age,emp_length_years,annual_income,credit_score,dti,revol_bal,total_credit_lines,open_credit_lines,public_derogatory,inquiries_last_6m,loan_amount,interest_rate,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,loan_intent_BUSINESS,loan_intent_DEBT_CONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOME_IMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,term_months_36,term_months_60,lti,pti,revol_util_ratio,interest_risk_index,debt_burden_index,loan_status
45,4.4,80400.0,653,12.2,2410.04,18,9,0,0,10700.0,14.44,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0.13308292185420578,0.05491589806633763,0.029975249064066366,0.2693700305810397,13.054,1
21,20.8,110700.0,697,4.52,7306.12,15,9,0,0,16800.0,13.33,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,0.15176014670147514,0.061644528495096086,0.06599868113205842,0.08632034383954154,7.593599999999999,0
57,1.8,15000.0,655,9.96,808.08,15,13,0,0,6800.0,14.91,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0.45330311312579163,0.18818916480897918,0.05386840877274848,0.22637743902439025,6.772800000000001,0
45,3.4,56800.0,676,44.05500000000001,9306.95,13,7,0,0,3700.0,18.43,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0.06513969824474922,0.020028865341451232,0.16385186880512667,1.199311152141802,16.30035,1
49,0.9,59400.0,713,17.07,13310.05,27,12,0,0,26700.0,13.76,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,0.44948738236730024,0.18368683119823742,0.22407114358344135,0.32896806722689076,45.5769,0
43,1.9,65100.0,702,16.88,24690.95,23,15,0,2,1900.0,11.97,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,0.029185419578808314,0.01162550088156661,0.37927143976283006,0.2874162162162162,3.2072,0
34,1.4,44900.0,668,16.5,7618.29,26,14,0,0,3500.0,13.83,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,0.07794926616333712,0.021677254216964353,0.1696686042627113,0.3410986547085202,5.7749999999999995,0
45,4.0,111300.0,650,20.67,655.4,22,12,0,1,17800.0,15.75,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.15992668529483114,0.06722729985374545,0.005888536491136648,0.5000806451612904,36.7926,0
28,3.3,69500.0,630,19.8,13996.46,18,13,0,1,31300.0,16.21,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.4503532323275924,0.1905276196775841,0.20138501604293463,0.5086497622820919,61.974,1
64,5.1,55600.0,717,44.05500000000001,8728.47,17,7,0,0,12400.0,15.76,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0.2230175716264096,0.09375229316131042,0.1569840470495135,0.9670011142061282,54.62820000000001,1
60,3.6,54300.0,741,22.09,22244.94,26,14,0,0,2600.0,14.51,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,0.04788125448886761,0.01351902239731738,0.4096598589344579,0.4319756064690027,5.7434,0
44,1.0,37700.0,700,25.65,5123.93,9,3,0,2,1500.0,14.1,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,0.03978674305721334,0.016336230929462278,0.13590965756876477,0.5159272467902996,3.8474999999999997,0
35,6.4,79700.0,720,17.18,6217.26,21,18,0,0,17500.0,13.07,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0.21957064528675926,0.08885503353778056,0.07800730229231755,0.31143217753120667,30.064999999999998,0
66,0.3,54500.0,650,8.59,29731.39,11,5,2,1,24500.0,14.61,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,0.4495330360910809,0.1272049701062781,0.5455200822003266,0.19278018433179722,21.0455,0
39,9.8,49000.0,708,24.39,17356.57,12,10,0,0,22000.0,12.89,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,0.4489704291749148,0.18120505796132638,0.3542084855411114,0.4434232722143865,53.65800000000001,0
22,1.4,100000.0,699,14.57,5594.25,24,15,0,2,3700.0,14.93,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,0.03699963000369996,0.010545156281226105,0.05594194058059419,0.31075728571428574,5.3909,0
23,5.0,51000.0,615,4.22,19820.09,14,11,1,0,9900.0,16.03,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,0.1941138409050803,0.0819104385763834,0.38862159565498716,0.1098159090909091,4.1777999999999995,0
37,3.0,52800.0,674,9.42,3292.43,15,9,0,0,6800.0,13.62,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,0.12878543966970324,0.05252325212371236,0.062355447813488375,0.19007466666666667,6.405600000000001,0
61,15.3,73800.0,680,9.9,11369.83,11,7,0,1,3300.0,16.66,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,0.044714841262313516,0.013235476408407193,0.15406064958469398,0.24219383259911895,3.2670000000000003,0
64,3.3,45200.0,633,20.79,7722.5,20,8,0,0,13000.0,17.54,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0.2876042565429968,0.0867566366918415,0.17084799008871485,0.5751681388012618,27.027,0
67,6.3,35500.0,623,28.02,8955.99,12,6,0,4,1000.0,17.22,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.028168220613503846,0.012084584640516385,0.2522743021323343,0.7732442307692308,2.802,1
40,11.4,42700.0,708,6.15,6758.27,14,6,1,4,1000.0,14.64,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,0.02341865530081263,0.009689818696808907,0.15826959555982298,0.12699012693935122,0.6150000000000001,0
29,6.3,124400.0,745,15.67,20509.75,18,9,0,1,3900.0,11.13,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,0.031350230303614925,0.012338478022030074,0.16486804768450414,0.23378967828418232,6.1113,0
67,5.5,52600.0,699,26.21,17655.18,16,9,0,1,1000.0,14.72,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,0.019011045417387504,0.00539265740316405,0.3356434288321515,0.5511588571428572,2.6210000000000004,0
29,9.0,43500.0,487,16.13,4333.49,19,7,0,1,10200.0,20.585,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0.23447736833636007,0.10538216573586688,0.09961816969724833,0.6804017418032786,16.4526,1
61,2.4,44200.0,627,10.61,1982.67,21,11,0,0,19900.0,16.29,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,0.45021605846021584,0.190666095268368,0.04485577249383498,0.2752179936305732,21.113899999999997,1
42,10.5,39600.0,696,23.48,19620.32,28,18,0,0,9100.0,13.55,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0.22979217696522816,0.0936174596143701,0.4954501148960885,0.4564619799139168,21.3668,1
48,0.9,45400.0,655,25.94,5933.94,16,9,2,1,1000.0,16.52,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0.022025946565053633,0.0064992194461395755,0.13070064536023435,0.6532451219512195,2.5940000000000003,1
44,0.7,71800.0,645,16.05,5471.42,21,13,0,0,32300.0,15.77,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,0.449854458851548,0.18914518965385635,0.07620255985292684,0.39180882352941176,51.8415,1
61,4.4,47800.0,673,15.56,21035.26,25,11,1,1,1000.0,14.82,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,0.020920064433798458,0.008678301678210007,0.4400589945817033,0.34213531157270033,1.556,0
56,0.6,47200.0,774,7.48,12150.7,12,8,0,0,21200.0,9.45,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,0.4491430266307917,0.17248237066917038,0.2574246308340925,0.09120774193548387,15.857600000000001,0
21,16.0,79400.0,719,16.66,6649.8,23,11,1,0,17300.0,13.74,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,0.21788138688429617,0.08901788796421302,0.08374957494238108,0.3179283333333333,28.8218,0
65,9.2,34200.0,706,3.32,4793.79,18,9,0,2,1000.0,12.95,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,0.029238911142949037,0.011809847046896449,0.14016519984795767,0.0608118811881188,0.332,1
36,2.7,40200.0,497,23.41,3564.81,23,17,0,2,5100.0,20.585,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,0.1268625158578145,0.04081892639974642,0.08867465983433248,0.9676603413654619,11.9391,1
30,0.4,90400.0,677,28.75,11528.69,20,10,0,4,9800.0,14.48,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,0.10840588046592405,0.044759102472393265,0.12752834592537693,0.6140117994100295,28.175,1
54,1.5,23900.0,713,37.58,15793.64,17,9,0,4,10800.0,14.49,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,0.45186393874733277,0.12749201952371875,0.6607941090330949,0.7626529411764705,40.5864,1
42,1.0,71400.0,684,4.08,5639.96,21,10,0,0,13800.0,12.54,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.19327460399714289,0.077621381347201,0.07898993011302363,0.07469080291970802,5.6304,0
54,6.8,31000.0,643,40.73,2846.07,13,8,0,0,14000.0,17.87,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,0.4515983355375633,0.1371799238527087,0.09180574820167092,1.1301942546583852,57.02199999999999,1
32,3.8,112600.0,727,22.07,16892.58,16,12,1,1,30100.0,15.56,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,0.26731556558112274,0.07725164646006041,0.1500215806253941,0.47171593406593404,66.4307,0
41,24.6,128400.0,630,3.27,2451.75,16,10,0,1,30800.0,16.29,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,0.2398735212342583,0.07043736953151356,0.019094477457340674,0.08441885895404119,10.0716,0
46,0.0,122100.0,674,44.05500000000001,56.67,21,9,0,0,17800.0,18.46,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,0.14578095183495632,0.06364264836341028,0.00046412396294870644,1.2048226666666668,78.41790000000002,1
64,0.8,87600.0,698,7.59,716.23,19,10,1,0,10800.0,15.83,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,0.12328626385543544,0.035838993092570194,0.008176048218627642,0.17188798283261802,8.1972,0
50,8.6,54100.0,629,30.3,11584.67,10,7,2,1,5600.0,17.27,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,0.10351010147686734,0.04444306250628368,0.21413042272786084,0.8306047619047618,16.968000000000004,1
31,8.8,89300.0,789,12.1,13712.69,17,7,0,0,5100.0,9.85,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,0.05711022272986865,0.022062485502259026,0.15355583924032207,0.15086708860759493,6.171,0
26,0.3,113500.0,742,10.77,7178.8,27,16,0,1,13300.0,11.39,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,0.117179584320843,0.04629136151878246,0.06324878194905773,0.16510134589502018,14.3241,0
43,3.5,48400.0,779,3.11,7664.34,20,12,0,4,6700.0,10.82,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,0.13842689200636352,0.05422921462579599,0.15835086051941075,0.04314128205128205,2.0837,0
22,1.2,55400.0,652,5.05,26869.83,13,8,0,0,17900.0,15.55,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.32309886103138935,0.13542366762854152,0.48500622732441656,0.12025650842266462,9.0395,1
43,3.5,85300.0,765,16.06,9701.31,10,4,1,0,15700.0,11.04,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,0.18405411425422913,0.07234086284999877,0.11373031969144558,0.231465274151436,25.214199999999998,0
35,1.8,18400.0,641,27.01,36444.7325,25,12,0,0,8300.0,15.91,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,0.4510624422585729,0.18994224166736903,1.980584343242215,0.669359968847352,22.4183,1
24,15.4,66800.0,538,25.59,36444.7325,13,6,0,2,1000.0,20.585,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0.014969835780901483,0.0067285505766532475,0.5455716606038832,0.9773101113172543,2.559,1
51,11.0,39300.0,760,15.84,5692.08,25,13,0,0,7700.0,11.09,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0.19592376784305743,0.07705019168839763,0.1448329559044299,0.2308352168199737,12.1968,0
24,4.3,34700.0,657,11.38,7266.71,22,12,0,2,15600.0,15.44,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,0.4495547678741247,0.18811241074671406,0.20940923892683208,0.2670322188449848,17.7528,1
31,0.3,45300.0,650,2.14,1481.02,16,9,0,1,20400.0,15.03,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,0.4503211849628044,0.18736028528702445,0.03269287653694179,0.049407373271889404,4.365600000000001,0
42,7.8,63400.0,536,15.26,7390.41,15,5,0,0,9400.0,19.16,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0.14826264569959463,0.04630091843282775,0.11656614248986609,0.5444722532588454,14.344399999999998,0
46,0.4,45700.0,604,25.92,6203.26,22,13,0,0,20600.0,16.14,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,0.4507560009627798,0.19049514955707594,0.13573576070545504,0.6914856198347108,53.3952,1
48,0.4,88000.0,650,10.54,658.26,12,6,0,0,4400.0,13.78,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0.049999431824638355,0.020439737842552107,0.007480142271110555,0.2231047619047619,4.6376,0
48,2.0,88800.0,732,21.24,2287.71,16,8,2,3,2900.0,12.64,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0.03265728989538406,0.013134760709563983,0.02576220988502382,0.36626684856753067,6.159599999999999,1
28,2.4,72000.0,654,18.83,22554.98,16,11,0,2,1200.0,16.51,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,0.01666643518840016,0.00708068782553596,0.31325926028805157,0.47463099236641226,2.2596,0
65,4.4,87600.0,706,7.75,5424.45,10,5,0,0,1000.0,10.23,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0.011415394801429207,0.004434362230898401,0.06192223833061266,0.11213932107496463,0.775,0
22,7.7,81300.0,698,29.87,3900.41,14,4,0,1,17800.0,15.5,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,0.2189394964391582,0.09170751508086747,0.04797493265765489,0.6623533619456367,53.168600000000005,1
52,1.1,26800.0,630,13.58,8885.89,19,14,0,0,4000.0,16.16,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0.14924816238200067,0.043687576448516445,0.33155068840714896,0.34778573692551507,5.432,1
34,1.7,29300.0,662,10.51,6409.89,13,4,1,2,13200.0,15.29,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.4504965700829323,0.1880973580825219,0.21876011057643086,0.24237993966817492,13.8732,0
23,9.7,50700.0,741,7.93,23856.05,24,10,0,0,22800.0,11.61,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.449695272282598,0.17819363322100396,0.4705242500147926,0.1240799191374663,18.080399999999997,0
54,2.8,52500.0,623,11.45,14594.25,22,11,0,1,23600.0,16.37,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,0.4495152473286223,0.1905903632513086,0.2779804194205825,0.3003790064102564,27.022,0
42,15.3,65900.0,601,14.37,234.04,18,10,0,0,11800.0,18.03,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,0.17905646348310345,0.05458824837612031,0.003551387687591994,0.43038388704318936,16.956599999999998,1
54,3.3,65500.0,671,25.24,8298.62,24,12,1,0,13600.0,14.0,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0.20763041785621594,0.08514148822368059,0.12669455428161402,0.5258333333333333,34.3264,1
30,0.6,137600.0,667,19.97,20994.65,19,9,0,0,13700.0,16.08,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0.09956322991838722,0.04204801544454913,0.15257628941650134,0.4807149700598801,27.358900000000002,0
42,12.1,76200.0,693,17.35,9828.86,16,11,0,0,1800.0,14.71,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,0.023621737247542685,0.00978464320845018,0.12898597131271244,0.3677500000000001,3.123,0
45,7.9,76000.0,665,28.27,7856.01,23,13,0,0,11400.0,15.07,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,0.14999802634175866,0.06244945126445022,0.10336719253694031,0.6396830330330331,32.227799999999995,1
33,3.4,35400.0,715,13.35,7461.26,20,11,0,0,2600.0,12.03,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,0.07344425298720375,0.02927633500124396,0.21076410270896304,0.22430237430167596,3.471,0
28,2.6,66300.0,739,35.09,24190.6,11,4,0,0,16600.0,12.94,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.2503732975369904,0.10112920523862307,0.36486025851797105,0.6136008108108109,58.2494,0
50,3.0,58800.0,678,5.19,53.21,17,7,0,4,17600.0,12.98,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.2993146375061649,0.12096388988310235,0.0009049165830513087,0.0992138438880707,9.134400000000001,0
54,7.4,93700.0,598,5.19,21755.99,13,5,0,0,15300.0,18.19,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,0.16328534380636278,0.049953377114596,0.23218524882338504,0.15760617696160267,7.9407000000000005,0
48,5.2,49700.0,673,8.96,35744.42,15,9,0,2,11500.0,12.93,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.23138367437274904,0.09344049490516641,0.7191891511237198,0.17188842729970327,10.304,0
41,12.7,36500.0,716,5.68,4037.67,14,8,0,0,2700.0,11.4,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,0.07397057614859867,0.029220046655448393,0.11061806525848607,0.09030962343096234,1.5336,0
55,3.0,33500.0,710,23.0,11057.95,27,15,1,0,15100.0,12.29,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0.45073281394585235,0.18034022869338337,0.3300782066206979,0.3975668073136427,34.73,0
33,0.1,41300.0,739,16.29,16441.6,20,8,0,3,9000.0,12.7,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,0.21791239921551536,0.08770721766753695,0.39809205588242413,0.2795716216216216,14.661,0
57,1.0,34600.0,688,18.86,4056.9,21,11,0,1,5700.0,16.14,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.16473512326233347,0.06961375898637828,0.11724805641455449,0.44180029027576195,10.7502,1
41,5.2,53200.0,684,15.39,36444.7325,19,10,0,0,1000.0,15.35,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,0.01879663916091803,0.005406459580503839,0.6850384861186819,0.34487080291970806,1.5390000000000001,0
57,4.0,78900.0,593,19.16,2060.87,21,12,0,3,34300.0,19.48,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0.43472199338411427,0.19246368412030015,0.026119694300452464,0.6283447811447812,65.7188,1
52,6.4,21700.0,645,34.87,14158.45,17,12,0,0,9800.0,17.86,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,0.45159209253029814,0.19543418958946443,0.6524330676005714,0.9640529411764706,34.172599999999996,1
51,5.5,142987.5,690,20.35,182.85,13,6,0,2,5100.0,15.33,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,0.03566720400591656,0.010255744366761858,0.0012787741671533026,0.45146960926193924,10.3785,0
23,2.9,61700.0,656,13.53,805.54,18,12,0,1,4300.0,13.29,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0.06969092883421663,0.028289866997527075,0.013055542049561594,0.2736890410958904,5.8179,0
54,1.6,30800.0,658,39.89,17355.03,20,9,0,0,7100.0,17.84,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,0.2305119963637544,0.06997634296425188,0.5634567059511054,1.079874962063733,28.3219,1
65,6.5,65900.0,688,12.31,16614.72,19,11,0,1,11900.0,13.09,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,0.1805738911397399,0.07309274493689336,0.2521163563527109,0.23387213352685052,14.6489,0
54,5.4,105200.0,659,25.33,13461.6,25,17,1,0,5800.0,14.99,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.055132555774184654,0.0229286207247405,0.1279607608292697,0.5752980303030303,14.691399999999998,0
52,2.0,80300.0,664,18.02,14179.64,21,11,0,1,14300.0,13.21,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.17807997409745832,0.07220906731558883,0.17658111356022962,0.3579612030075188,25.7686,0
60,0.2,33900.0,608,25.62,6765.88,14,3,0,1,13600.0,16.28,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.40116810713548273,0.1698576764411883,0.19957759358131028,0.6848827586206897,34.8432,1
60,1.5,53100.0,681,16.41,36444.7325,21,14,3,3,23900.0,14.14,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,0.4500856857686296,0.18492350068980798,0.6863285531345925,0.34023079178885635,39.2199,1
37,1.0,53300.0,650,13.65,26288.21,19,10,0,0,24000.0,15.75,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,0.4502729779929082,0.18925785710880144,0.4932029417834562,0.330241935483871,32.76,0
21,1.5,58200.0,714,12.37,9439.38,26,16,0,0,13200.0,14.03,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,0.2268002268002268,0.09304000622965417,0.162185873094964,0.24272881118881118,16.3284,0
22,0.7,99700.0,668,23.63,14666.13,13,8,0,1,1100.0,16.1,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,0.011032988636021705,0.004660670594207777,0.14710113238583364,0.5686741405082213,2.5993,0
55,0.4,37800.0,642,10.42,26471.82,14,10,0,0,1000.0,14.28,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,0.026454326605116266,0.010889806643401723,0.7002941721118489,0.23141150855365472,1.042,1
26,3.8,67100.0,706,3.17,7915.33,20,10,0,4,11900.0,12.74,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,0.17734459993144663,0.07142735532880153,0.1179614312752418,0.05712277227722773,3.7722999999999995,0
66,2.9,28600.0,675,13.02,4664.78,18,10,0,0,1700.0,13.83,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,0.059438481171986995,0.024309396657897248,0.1630984930596832,0.26637071005917157,2.2134,1
22,1.0,31600.0,660,5.33,5796.95,19,14,1,0,14200.0,14.86,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,0.4493528685801082,0.18648919029940994,0.1834419796841872,0.11982420574886536,7.5686,1
53,7.6,118000.0,639,16.02,7716.16,19,10,1,1,1000.0,16.84,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,0.008474504453352091,0.003617240513176793,0.06539063228277726,0.42152625,1.602,0
48,0.9,21800.0,701,26.81,5469.57,22,12,0,1,9800.0,14.15,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,0.4495206641897161,0.18466267022357447,0.25088619788083116,0.5404009971509971,26.273799999999998,0
42,5.6,50000.0,673,6.8,1888.36,30,18,0,0,12400.0,14.39,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,0.247995040099198,0.10225270722375904,0.037766444671106576,0.14518100890207716,8.432,0
38,6.3,36600.0,779,5.41,2860.74,20,10,0,0,10600.0,8.785000000000002,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,0.2896095735089205,0.11013356014606422,0.078160159558482,0.06093185897435899,5.7346,0
46,7.9,45300.0,671,10.56,713.81,22,9,0,0,20400.0,13.86,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,0.4503211849628044,0.1253159324292767,0.015757047305798987,0.21780000000000002,21.5424,1
54,8.5,38700.0,617,16.16,10246.66,12,4,0,1,17400.0,17.78,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,0.44960078550941834,0.13631923613644253,0.2647647347613757,0.464926860841424,28.1184,0
63,5.1,68000.0,617,15.51,19025.43,12,5,0,1,7600.0,18.58,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,0.11176306230790724,0.03447556212972969,0.27978162085851677,0.4663038834951456,11.7876,0
58,3.0,116500.0,748,16.23,4180.68,16,9,0,2,33600.0,11.36,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,0.28840954154899956,0.11388608500597854,0.03588535720723428,0.24615861148197596,54.5328,0
57,25.0,37600.0,653,38.31,7502.43,12,5,0,3,16900.0,20.55,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0.4494561314858647,0.144507345105172,0.1995274061860057,1.2037775229357799,64.7439,1
54,13.3,56400.0,614,13.13,31456.39,16,9,1,0,25400.0,16.47,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.45034662505983936,0.19121328282525107,0.5577275225616567,0.3516278048780488,33.3502,1
37,5.2,120700.0,688,16.21,1355.33,11,6,0,2,13100.0,13.04,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,0.10853265507328025,0.04390382443550124,0.011228821633623582,0.3067901306240929,21.235100000000003,0
31,0.0,74000.0,693,16.67,583.63,19,12,2,0,1100.0,12.28,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,0.014864663991027148,0.005947633717777307,0.007886785313711977,0.2949677233429395,1.8337,0
34,13.4,42000.0,620,5.18,8921.85,14,7,0,4,11300.0,17.38,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,0.26904121330444514,0.08087635813452788,0.21241994238232423,0.144973268921095,5.853399999999999,1
30,2.7,24000.0,719,22.56,20761.65,15,10,3,0,6900.0,12.41,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,0.2874880213324445,0.07742133932867164,0.8650327069705429,0.3888466666666667,15.566399999999998,1
60,9.3,28300.0,777,11.01,1332.75,17,11,0,0,12700.0,11.96,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,0.4487473940850147,0.17868570710173895,0.047091975548567186,0.16925398457583546,13.9827,0
49,5.4,122000.0,635,13.93,1832.65,15,5,0,1,26500.0,14.11,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.21721133433332512,0.08921649886817391,0.015021598183621447,0.30904449685534585,36.9145,0
49,2.4,142987.5,691,13.15,16221.86,20,12,0,1,5000.0,14.76,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,0.03496784706462408,0.009929043234172678,0.11344870391674855,0.28048265895953756,6.575,0
65,4.2,69300.0,572,44.05500000000001,12060.82,16,7,0,1,10100.0,20.585,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,0.14574104269779656,0.06550718495190305,0.17403529530598405,1.5826739528795815,44.49555000000001,1
40,1.1,46700.0,632,16.91,36444.7325,23,12,0,1,21000.0,14.17,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,0.44966917196633904,0.18482583338642214,0.7803844136099869,0.3785382306477093,35.511,1
33,0.7,93100.0,716,5.11,4100.14,17,9,0,0,7300.0,11.55,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.07840946928604418,0.031046285184338326,0.04403969882170976,0.08231589958158997,3.7303,0
21,5.1,111500.0,699,6.36,5201.05,13,7,0,1,34300.0,12.23,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.30762055945686584,0.123002630183985,0.046645769993094235,0.11111828571428572,21.8148,0
42,4.6,74700.0,712,23.97,16768.68,19,10,0,2,10000.0,14.07,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,0.13386701650580313,0.03743102695566205,0.2244773162340531,0.4730124824684432,23.97,0
51,1.5,142987.5,740,44.05500000000001,25713.92,17,10,0,0,2900.0,15.17,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,0.020281351297481966,0.008456341008725946,0.17983208439839565,0.9019087044534414,12.775950000000002,0
61,7.2,33500.0,673,19.98,1370.13,17,8,0,0,15100.0,14.2,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,0.45073281394585235,0.185324734809974,0.0408981821438166,0.42094362017804154,30.169800000000002,0
59,1.1,17300.0,644,14.07,20043.35,25,19,0,0,7800.0,18.6,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,0.45084099185018206,0.13906430229197314,1.1585081787179932,0.40573953488372094,10.9746,1
