applicant_id,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,m_10,m_11,m_12,loan_status
LN-10868,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10869,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10870,1,0,0,0,0,0,0,0,1,0,0,0,1
LN-10871,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10872,0,1,2,1,0,0,0,1,0,0,1,0,1
LN-10873,1,0,0,1,2,1,2,3,3,3,3,3,1
LN-10874,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10875,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10876,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-10877,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10878,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10879,0,1,2,1,0,0,1,2,3,3,3,3,1
LN-10880,1,0,0,0,0,0,0,0,0,0,0,0,1
LN-10881,0,0,0,0,1,0,0,0,0,0,0,0,0
LN-10882,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-10883,0,0,1,0,1,0,0,0,0,1,0,0,1
LN-10884,0,0,1,0,1,2,1,0,1,2,1,2,1
LN-10885,1,0,0,0,0,1,2,3,3,3,3,3,1
LN-10886,0,0,0,0,0,1,0,0,0,0,0,1,0
LN-10887,1,2,1,0,0,0,1,0,0,0,0,0,1
LN-10888,1,0,1,2,1,0,1,0,0,1,2,3,1
LN-10889,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10890,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-10891,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10892,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10893,0,1,2,1,0,1,0,0,1,2,3,3,1
LN-10894,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10895,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-10896,0,0,1,0,0,1,2,1,2,1,0,1,1
LN-10897,0,0,0,0,1,0,0,0,1,0,0,0,0
LN-10898,0,0,0,0,0,1,0,1,0,0,1,2,1
LN-10899,0,1,0,0,1,0,0,0,0,1,0,0,0
LN-10900,0,0,1,0,1,2,3,3,3,3,3,3,1
LN-10901,0,1,2,1,0,1,0,0,1,0,0,1,1
LN-10902,1,0,0,0,0,0,0,0,0,0,0,0,0
LN-10903,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10904,0,1,0,0,0,0,0,1,2,1,2,1,1
LN-10905,1,0,0,1,2,1,0,1,2,1,2,3,1
LN-10906,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10907,0,0,0,1,0,1,2,1,0,1,0,0,1
LN-10908,0,0,0,0,1,2,1,2,1,2,3,3,1
LN-10909,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10910,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10911,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-10912,1,2,1,0,1,0,0,1,0,1,0,1,1
LN-10913,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-10914,1,0,1,0,1,2,3,3,3,3,3,3,1
LN-10915,0,0,0,0,1,2,1,0,1,0,0,1,1
LN-10916,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10917,1,0,0,1,2,1,0,0,1,0,1,0,1
LN-10918,1,0,0,1,0,1,2,3,3,3,3,3,1
LN-10919,1,0,0,0,0,1,2,1,2,1,0,1,1
LN-10920,0,0,0,0,0,0,0,0,1,2,3,3,1
LN-10921,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10922,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10923,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-10924,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10925,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10926,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-10927,0,1,0,1,0,1,2,3,3,3,3,3,1
LN-10928,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10929,0,0,0,0,0,1,0,0,0,1,0,0,0
LN-10930,1,0,0,1,0,0,0,1,0,1,2,3,1
LN-10931,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10932,1,2,1,2,1,2,1,0,1,0,1,0,1
LN-10933,0,0,1,0,0,1,0,0,0,0,1,2,1
LN-10934,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10935,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-10936,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10937,0,0,1,2,1,0,0,1,2,1,0,0,1
LN-10938,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-10939,0,0,1,0,0,0,0,0,0,0,0,0,0
LN-10940,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-10941,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10942,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10943,0,0,1,2,1,0,0,1,0,0,0,0,1
LN-10944,0,0,0,0,1,2,1,2,1,2,1,0,1
LN-10945,0,0,1,2,3,3,3,3,3,3,3,3,1
LN-10946,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10947,0,0,0,0,0,1,2,1,2,3,3,3,1
LN-10948,0,1,0,0,1,2,1,0,0,1,2,1,1
LN-10949,0,0,0,1,0,0,1,0,1,0,1,2,1
LN-10950,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-10951,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10952,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10953,0,0,0,0,0,1,0,0,0,1,0,1,1
LN-10954,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10955,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10956,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-10957,0,1,2,1,0,1,2,3,3,3,3,3,1
LN-10958,0,0,0,0,0,0,0,0,0,1,2,1,0
LN-10959,0,0,0,0,1,2,1,2,3,3,3,3,1
LN-10960,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10961,0,0,1,2,3,3,3,3,3,3,3,3,1
LN-10962,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-10963,1,2,1,2,3,3,3,3,3,3,3,3,1
LN-10964,0,0,0,1,0,0,0,0,0,0,1,0,0
LN-10965,0,0,0,0,0,0,0,0,0,0,1,0,1
LN-10966,0,0,0,0,1,0,0,0,0,0,0,0,0
LN-10967,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10968,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10969,0,0,1,2,1,0,0,0,1,2,3,3,1
LN-10970,0,0,1,2,1,0,0,1,0,0,1,0,1
LN-10971,0,0,1,0,0,1,0,0,0,0,1,2,1
LN-10972,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10973,0,0,1,0,0,1,0,0,0,1,0,0,1
LN-10974,0,0,0,0,0,0,1,0,1,2,3,3,1
LN-10975,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-10976,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10977,0,0,1,0,1,2,1,0,0,0,1,0,1
LN-10978,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10979,1,0,1,2,3,3,3,3,3,3,3,3,1
LN-10980,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10981,0,0,0,1,0,0,0,0,1,0,1,2,1
LN-10982,0,0,0,0,0,1,0,0,0,0,1,0,0
LN-10983,0,1,0,0,1,0,0,0,1,2,3,3,1
LN-10984,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10985,1,0,1,0,0,0,1,0,0,0,1,2,1
LN-10986,1,0,0,1,2,3,3,3,3,3,3,3,1
LN-10987,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-10988,0,0,0,0,1,0,0,0,1,2,3,3,1
LN-10989,0,0,0,0,0,1,0,0,1,0,1,0,1
LN-10990,0,0,1,2,3,3,3,3,3,3,3,3,1
LN-10991,1,0,0,0,0,0,0,0,0,0,0,0,0
LN-10992,0,1,2,1,2,3,3,3,3,3,3,3,1
LN-10993,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10994,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10995,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-10996,1,0,0,0,0,0,0,0,0,0,1,0,0
LN-10997,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-10998,0,0,0,1,0,1,0,0,1,2,1,2,1
LN-10999,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11000,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-11001,0,0,0,0,0,0,1,0,1,0,1,2,1
LN-11002,0,0,0,1,0,1,0,0,1,2,3,3,1
LN-11003,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11004,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11005,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11006,0,0,0,0,1,0,0,0,0,0,0,0,0
LN-11007,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11008,1,0,1,0,0,0,1,2,3,3,3,3,1
LN-11009,1,2,1,0,1,0,1,2,1,0,0,0,1
LN-11010,1,0,1,0,1,0,1,0,0,1,0,0,1
LN-11011,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11012,1,2,1,0,1,0,1,2,3,3,3,3,1
LN-11013,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-11014,1,0,0,0,0,0,1,0,0,0,0,0,0
LN-11015,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-11016,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11017,1,0,0,1,2,1,2,1,2,3,3,3,1
LN-11018,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11019,1,0,1,0,1,2,1,0,1,2,3,3,1
LN-11020,1,0,0,1,0,1,2,3,3,3,3,3,1
LN-11021,1,0,1,0,0,1,0,0,0,0,1,0,1
LN-11022,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11023,0,1,0,0,1,2,1,2,3,3,3,3,1
LN-11024,0,0,0,0,1,0,1,0,0,1,2,3,1
LN-11025,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11026,0,0,0,0,1,0,1,2,3,3,3,3,1
LN-11027,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-11028,0,1,0,0,0,1,0,0,1,0,1,0,1
LN-11029,0,0,0,1,2,1,0,0,0,0,1,2,1
LN-11030,0,0,1,0,0,1,0,1,0,0,0,0,1
LN-11031,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-11032,1,2,1,2,3,3,3,3,3,3,3,3,1
LN-11033,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11034,0,0,1,0,0,0,0,0,0,0,0,0,0
LN-11035,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11036,0,0,1,0,0,1,0,0,0,0,1,0,0
LN-11037,0,0,1,0,0,0,0,0,0,0,0,0,0
LN-11038,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11039,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11040,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11041,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11042,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-11043,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11044,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11045,1,0,0,0,0,1,0,0,1,0,0,0,1
LN-11046,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11047,0,0,1,0,1,0,0,1,2,3,3,3,1
LN-11048,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-11049,0,0,1,2,1,2,3,3,3,3,3,3,1
LN-11050,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-11051,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11052,0,0,1,2,3,3,3,3,3,3,3,3,1
LN-11053,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11054,0,0,0,0,0,0,1,0,0,0,1,2,1
LN-11055,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11056,0,0,0,1,0,0,1,0,1,2,3,3,1
LN-11057,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11058,0,0,0,0,0,1,0,0,0,1,2,3,1
LN-11059,1,0,0,1,0,0,1,2,1,2,1,2,1
LN-11060,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-11061,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11062,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11063,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11064,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11065,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11066,0,0,0,0,0,0,1,0,0,0,1,2,1
LN-11067,0,0,0,0,0,1,2,1,0,0,1,0,1
LN-11068,1,0,1,2,3,3,3,3,3,3,3,3,1
LN-11069,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-11070,0,1,0,0,0,0,0,1,0,1,2,1,1
LN-11071,1,0,0,0,0,0,1,0,0,0,0,1,1
LN-11072,1,0,1,0,0,0,1,0,1,0,1,0,1
LN-11073,0,0,0,0,0,0,0,0,0,0,0,1,1
LN-11074,0,0,1,2,3,3,3,3,3,3,3,3,1
LN-11075,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-11076,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11077,0,1,2,1,0,1,2,3,3,3,3,3,1
LN-11078,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11079,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11080,0,0,0,0,1,0,1,0,0,1,2,3,1
LN-11081,0,0,1,0,0,0,0,0,0,0,0,0,0
LN-11082,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11083,0,0,0,0,1,0,0,0,0,0,0,0,0
LN-11084,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11085,0,1,0,1,0,1,0,1,2,1,2,3,1
LN-11086,0,0,0,0,1,2,1,2,3,3,3,3,1
LN-11087,0,0,0,0,0,1,2,1,0,0,0,0,0
LN-11088,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11089,0,0,0,1,2,1,0,0,1,0,1,0,1
LN-11090,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-11091,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11092,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11093,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-11094,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-11095,1,2,1,0,1,2,1,0,0,0,1,2,1
LN-11096,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-11097,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11098,0,0,0,1,2,1,0,0,1,0,0,0,1
LN-11099,0,0,0,1,0,0,0,0,0,0,1,2,1
LN-11100,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11101,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11102,0,0,0,1,0,0,0,0,1,0,1,0,1
LN-11103,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-11104,0,1,2,1,0,1,2,3,3,3,3,3,1
LN-11105,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-11106,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11107,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11108,0,0,0,0,1,2,3,3,3,3,3,3,1
LN-11109,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-11110,0,0,1,2,1,0,0,1,2,1,2,3,1
LN-11111,0,0,1,2,1,0,0,0,0,0,1,0,1
LN-11112,0,1,2,1,0,0,1,0,1,0,1,2,1
LN-11113,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-11114,1,2,1,0,0,1,0,1,0,1,2,3,1
LN-11115,0,1,2,1,0,0,0,1,2,1,2,3,1
LN-11116,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11117,0,0,0,0,0,0,1,0,0,1,2,3,1
LN-11118,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-11119,0,0,0,0,0,0,1,0,0,1,0,0,0
LN-11120,0,0,0,0,0,1,0,1,2,1,0,0,1
LN-11121,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-11122,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11123,1,0,0,0,0,0,0,0,0,0,0,0,0
LN-11124,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-11125,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11126,0,0,1,0,0,1,2,1,2,3,3,3,1
LN-11127,0,1,0,1,0,0,0,0,0,1,0,1,1
LN-11128,1,0,0,0,1,0,0,0,0,0,1,2,1
LN-11129,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11130,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11131,0,1,0,1,0,0,0,0,1,2,3,3,1
LN-11132,1,2,1,0,0,1,2,3,3,3,3,3,1
LN-11133,0,0,0,0,1,0,0,0,0,0,0,0,0
LN-11134,1,2,1,0,1,0,1,2,1,0,1,0,1
LN-11135,0,0,0,1,0,1,2,3,3,3,3,3,1
LN-11136,0,0,0,0,1,2,3,3,3,3,3,3,1
LN-11137,1,2,1,0,1,0,0,0,0,1,2,3,1
LN-11138,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-11139,0,0,1,0,1,0,0,0,0,1,0,1,1
LN-11140,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11141,1,0,1,0,0,0,0,0,0,0,0,0,0
LN-11142,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-11143,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11144,0,1,2,1,2,3,3,3,3,3,3,3,1
LN-11145,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11146,1,0,1,2,1,0,0,0,1,0,1,2,1
LN-11147,0,0,1,2,3,3,3,3,3,3,3,3,1
LN-11148,0,0,0,0,0,0,1,0,1,0,1,2,1
LN-11149,1,0,0,1,2,3,3,3,3,3,3,3,1
LN-11150,0,0,0,1,0,0,0,0,0,0,0,0,1
LN-11151,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11152,1,0,1,0,0,1,2,1,0,0,0,0,1
LN-11153,0,0,0,1,0,0,0,1,0,0,0,0,0
LN-11154,0,1,0,0,0,1,2,3,3,3,3,3,1
LN-11155,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11156,1,0,0,1,0,0,0,1,0,1,2,1,1
LN-11157,0,0,0,1,2,3,3,3,3,3,3,3,1
LN-11158,1,0,1,0,0,0,0,1,0,1,2,1,1
LN-11159,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11160,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11161,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11162,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-11163,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11164,0,1,0,1,0,1,0,0,1,0,0,1,1
LN-11165,0,0,1,0,0,0,0,0,0,1,0,1,1
LN-11166,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11167,0,0,0,0,0,1,2,1,2,1,2,3,1
LN-11168,1,0,0,0,0,0,0,0,0,0,0,0,0
LN-11169,0,0,0,0,1,2,1,0,0,1,0,1,1
LN-11170,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-11171,0,0,1,0,0,0,0,1,0,0,0,0,1
LN-11172,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11173,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-11174,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11175,0,1,0,0,0,1,0,0,0,0,0,0,0
LN-11176,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11177,0,0,1,2,3,3,3,3,3,3,3,3,1
LN-11178,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11179,0,1,0,1,2,3,3,3,3,3,3,3,1
LN-11180,1,0,1,0,0,1,2,3,3,3,3,3,1
LN-11181,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-11182,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11183,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-11184,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-11185,0,0,0,0,0,0,1,2,3,3,3,3,1
LN-11186,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11187,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11188,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11189,1,0,1,0,1,0,0,0,0,1,0,1,1
LN-11190,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11191,0,1,0,1,2,3,3,3,3,3,3,3,1
LN-11192,0,1,0,0,0,0,0,0,0,0,0,0,1
LN-11193,0,0,0,1,2,1,2,3,3,3,3,3,1
LN-11194,0,1,2,1,0,0,0,1,2,1,2,1,1
LN-11195,1,0,0,0,0,0,0,1,2,3,3,3,1
LN-11196,0,0,0,1,2,3,3,3,3,3,3,3,1
LN-11197,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11198,0,0,0,0,1,2,1,0,0,1,2,1,1
LN-11199,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-11200,0,0,0,1,0,0,1,2,1,0,0,0,1
LN-11201,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11202,0,0,1,0,0,0,0,0,0,0,0,0,0
LN-11203,0,0,1,0,1,2,1,0,0,1,0,1,1
LN-11204,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11205,1,0,0,0,1,0,1,0,1,0,1,2,1
LN-11206,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11207,0,0,1,0,0,0,0,0,0,0,0,0,0
LN-11208,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-11209,0,1,0,1,0,1,0,1,0,0,1,2,1
LN-11210,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-11211,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-11212,1,2,1,2,3,3,3,3,3,3,3,3,1
LN-11213,1,0,1,2,1,0,0,0,1,0,0,1,1
LN-11214,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-11215,0,0,1,0,1,0,0,0,1,0,0,0,1
LN-11216,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11217,1,2,1,2,3,3,3,3,3,3,3,3,1
LN-11218,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11219,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-11220,0,0,0,0,0,1,0,0,0,0,0,1,0
LN-11221,0,0,0,0,1,2,1,2,3,3,3,3,1
LN-11222,0,0,1,0,1,0,1,2,3,3,3,3,1
LN-11223,0,0,0,0,0,0,1,2,3,3,3,3,1
LN-11224,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11225,0,0,0,1,2,1,0,1,2,1,2,3,1
LN-11226,0,0,0,0,0,0,0,1,2,3,3,3,1
LN-11227,1,0,0,0,0,1,2,3,3,3,3,3,1
LN-11228,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-11229,1,0,1,0,0,0,0,0,1,0,0,0,1
LN-11230,0,0,0,0,0,1,2,1,2,1,2,1,1
LN-11231,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-11232,0,0,1,0,0,0,0,0,0,0,0,0,0
LN-11233,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11234,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11235,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11236,0,0,0,1,2,1,0,1,2,1,0,1,1
LN-11237,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11238,1,2,1,0,1,2,3,3,3,3,3,3,1
LN-11239,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11240,0,0,0,0,1,2,1,2,3,3,3,3,1
LN-11241,0,0,0,0,0,0,1,0,0,0,0,1,0
LN-11242,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11243,0,1,0,1,2,1,0,1,0,0,0,1,1
LN-11244,1,0,1,2,3,3,3,3,3,3,3,3,1
LN-11245,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-11246,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-11247,0,0,1,0,0,0,0,0,0,0,0,1,1
LN-11248,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11249,0,0,0,0,0,0,1,2,1,0,0,0,0
LN-11250,0,0,0,0,1,0,0,0,1,2,1,0,1
LN-11251,0,0,0,0,1,0,0,1,2,1,2,3,1
LN-11252,0,0,0,0,0,1,2,1,0,0,0,1,1
LN-11253,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11254,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-11255,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11256,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11257,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11258,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-11259,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11260,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11261,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11262,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-11263,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11264,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11265,1,0,0,0,1,2,3,3,3,3,3,3,1
LN-11266,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-11267,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-11268,0,0,1,0,1,0,1,2,3,3,3,3,1
LN-11269,1,0,0,1,0,0,1,2,3,3,3,3,1
LN-11270,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11271,0,1,0,0,1,0,0,1,0,1,2,1,1
LN-11272,0,0,1,0,0,1,0,1,0,1,0,1,1
LN-11273,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11274,0,0,0,0,0,0,1,0,0,0,1,0,0
LN-11275,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11276,0,0,0,0,0,1,0,0,0,0,0,1,0
LN-11277,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11278,1,0,0,0,0,0,0,1,0,0,1,2,1
LN-11279,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11280,1,0,0,0,1,0,0,0,0,0,0,0,0
LN-11281,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11282,0,0,0,0,1,2,1,2,3,3,3,3,1
LN-11283,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11284,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11285,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11286,0,0,1,2,3,3,3,3,3,3,3,3,1
LN-11287,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11288,1,0,0,1,2,3,3,3,3,3,3,3,1
LN-11289,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11290,0,0,1,2,1,2,3,3,3,3,3,3,1
LN-11291,1,2,1,0,1,2,3,3,3,3,3,3,1
LN-11292,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11293,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11294,0,0,0,0,1,0,0,1,2,1,0,1,1
LN-11295,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11296,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11297,0,0,0,0,1,0,0,0,0,0,0,0,0
LN-11298,0,0,0,1,0,0,1,2,3,3,3,3,1
LN-11299,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11300,0,1,0,0,1,2,3,3,3,3,3,3,1
LN-11301,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-11302,0,1,0,0,0,0,1,2,3,3,3,3,1
